source	date	quote	quote_lemmatized	values	values_minimal
2	20151106	Das Motiv, mit dem wir an diese Dinge herangehen, muss sein: Wir haben so vieles geschafft, wir schaffen das.	Motiv Ding herangehen viele schaffen schaffen 	['700', '705']	{'7'}
2	20151013	Die Parteibasis in Stade applaudiert.	Parteibasis Stade applaudieren 	['700', '707']	{'7'}
2	20150814	" ""Geflohene Menschen brauchen das Gefühl, willkommen zu sein."	  geflohen Mensch brauchen Gefühl willkommen 	['700', '705']	{'7'}
2	20151106	"Aber er warnt : "" Wir müssen aufpassen , dass fundamentale staatliche Aufgaben nicht an Ehrenamtliche ausgelagert werden . """	warnen müssen aufpassen fundamental staatlich Aufgabe ehrenamtlich auslagern 	['900']	{'9'}
2	20150814	Um die immer unübersichtlicher werdenden Hilfsangebote zu koordinieren, haben die Länder Koordinierungszentren für Freiwillige eingerichtet. In Internet zu finden unter Lagfa (Landesarbeitsgemeinschaft der Freiwilligen-Agenturen).	immer unübersichtlich werdend Hilfsangebote koordinieren Land Koordinierungszentren freiwillige einrichten Internet finden Lagfa Landesarbeitsgemeinschaft Freiwilligen-Agentur 	['800', '899']	{'8'}
2	20150814	"Um den Protest lauter werden zu lassen, kann man sich bei Initiativen engagieren wie beispielsweise  ""Hellersdorf hilft”, Mobile Beratung gegen Rechtsextremismus (mbr-berlin) oder der Amadeu Antonio Stiftung, die seit Jahren Erfahrung im Umgang mit rechter Gewalt haben."	Protest laut lassen Initiative engagieren beispielsweise   Hellersdorf helfen ” Mobil Beratung Rechtsextremismus mbr-berlin Amadeu Antonio Stiftung seit Jahr Erfahrung Umgang recht Gewalt 	['700', '709']	{'7'}
2	20150814	"Bei der Initiative Münchner Mentoren kann man sich melden, um die Patenschaft als ehrenamtlicher Vormund oder als Pflegefamilie für junge, minderjährige und unbegleitete Flüchtlinge zu übernehmen.


"	"Initiative Münchner Mentor melden Patenschaft ehrenamtlich Vormund Pflegefamilie jung minderjährig unbegleitet Flüchtling übernehmen 


 "	['700', '705']	{'7'}
2	20150814	"Viele Universitäten bieten  ""Dolmetscherpools""  an, beispielsweise die Uni-Mainz (fb06.uni-mainz.de), wo man den Bedarf erfragen kann."	vieler Universität bieten   Dolmetscherpools   beispielsweise Uni-Mainz fb06.uni-mainz.de Bedarf erfragen 	['300', '301']	{'3'}
2	20150814	Der Verein bieten deshalb Gruppenpatenschaften an .	Verein bieten deshalb Gruppenpatenschaft 	['300', '301']	{'3'}
2	20150814	Sie bieten Austausch , Beratung und Hilfe an .	bieten Austausch Beratung Hilfe 	['300', '301']	{'3'}
2	20150814	"Neue Nachbarn:  ""Wer sich in kirchlichen Kreisen bewegt, kann sich beispielsweise beim Erzbistum Köln engagieren. Die  ""Aktion Neue Nachbarn""  hat ein umfangreiches Hilfsangebot von Spendensammeln bis Kinderbetreuung, bei dem man sich nützlich machen kann."	neu Nachbar   wer kirchlich Kreis bewegen beispielsweise Erzbistum Köln engagieren   Aktion neu Nachbar   umfangreich Hilfsangebot Spendensammel Kinderbetreuung nützlich 	['700', '705']	{'7'}
2	20150814	"Auf www.wir-treten-ein.de kann man die Pro-Asyl-Kampagne unterstützen, die sich gegen die Abschiebung von Flüchtlingen in EU-Staaten wehren, in denen sie in Elend und Obdachlosigkeit leben. Gegen Abschiebung kann man sich auch bei anderen Initiativen wie  ""Abschiebestopp""  oder  ""Bündnis gegen Abschiebung"" , die direkte Aktionen wie Sitzblockaden an Flughäfen oder Wohnungen organisieren."	www.wir-treten-ein.de Pro-Asyl-Kampagne unterstützen Abschiebung Flüchtling EU-Staat wehren Elend Obdachlosigkeit leben Abschiebung Initiative   Abschiebestopp     Bündnis Abschiebung direkt Aktion Sitzblockade Flughafen Wohnung organisieren 	['200', '207']	{'2'}
2	20150814	" ""Flüchtlinge, die an Yogastunden teilnehmen, können sich eine Weile aus den Belastungen, Erinnerungen und Herausforderungen entführen und Werkzeuge entwickeln, sich selbst und die Verbindung zum eigenen Körper wieder zu stärken"" , sagt Simone Brenner von  ""Projekt Yoga e. V."" , einem Verein, der 36 jugendlichen unbegleiteten Flüchtlingen in Hamburg Yoga und Meditation unterrichtet."	  Flüchtling Yogastunde teilnehmen Weile Belastung Erinnerung Herausforderung entführen Werkzeug entwickeln Verbindung eigen Körper stärken sagen Simone Brenner   Projekt Yoga e.   V. Verein jugendlich unbegleitet Flüchtling Hamburg Yoga Meditation unterrichten 	['300', '301']	{'3'}
2	20150814	"Fußball:  ""Das Wichtigste ist, eine aktive unbürokratische Hilfe anzubieten."	Fußball   Wichtigste aktiv unbürokratisch Hilfe anbieten 	['300', '301']	{'3'}
2	20150814	Kleiderspenden: Markus Böck, Pressesprecher der Deutschen Kleider Stiftung, empfiehlt, nicht wahllos Klamotten zu den Heimen zu bringen.	Kleiderspend Markus Böck Pressesprecher deutsch Kleider Stiftung empfehlen wahllos Klamotte Heime bringen 	['300', '399']	{'3'}
2	20150814	"Psychosoziale Hilfe für traumatisierte Folterüberlebende und Kriegsflüchtlingen bietet beispielsweise  ""Xenion""  an. Dort kann man sich als Mentor engagieren oder als ehrenamtlicher Vormund für unbegleitete Minderjährige. Einen Überblick über Zentren, die psychosoziale Hilfe für Flüchtlinge anbieten, gibt es bei der Bundesweiten Arbeitsgemeinschaft der psychosozialen Zentren für Flüchtlinge und Folteropfer (baff-zentren.org)."	psychosozial Hilfe traumatisiert Folterüberlebend Kriegsflüchtling bieten beispielsweise   Xenion   Mentor engagieren ehrenamtlich Vormund unbegleitet minderjährige Überblick Zentrum psychosozial Hilfe Flüchtling anbieten geben bundesweit Arbeitsgemeinschaft psychosozial Zentrum Flüchtling Folteropfer baff-zentren.org 	['300', '309', '700', '705']	{'7', '3'}
2	20150814	"Die Gemeinschaftsunterkünfte zu verlassen ist für Flüchtlinge ein erster Schritt, um hier anzukommen.  ""Flüchtlinge Willkommen""  beispielsweise vermittelt WG-Zimmer an Flüchtlinge."	Gemeinschaftsunterkünft verlassen Flüchtling erster Schritt ankommen   Flüchtling Willkommen   beispielsweise vermitteln WG-Zimmer Flüchtling 	['700', '705']	{'7'}
2	20150814	"Die Gemeinschaftsunterkünfte zu verlassen ist für Flüchtlinge ein erster Schritt, um hier anzukommen.  ""Flüchtlinge Willkommen""  beispielsweise vermittelt WG-Zimmer an Flüchtlinge."	Gemeinschaftsunterkünft verlassen Flüchtling erster Schritt ankommen   Flüchtling Willkommen   beispielsweise vermitteln WG-Zimmer Flüchtling 	['200', '203', '700', '705']	{'7', '2'}
2	20151113	Opposition kritisiert den Entwurf	Opposition kritisieren Entwurf 	['900']	{'9'}
2	20150119	"Das Kopfschütteln ist einhellig.  ""Das geht ja gar nicht!"" , twitterte Grünen-Chefin Simone Peter am Montag.  ""Dialogbereitschaft hin oder her"" , aber das ginge nun doch  ""ein bisschen zu weit"" , pflichtete ihr Ko-Chef Cem Özdemir – ebenfalls auf Twitter – bei. Und die Vizepräsidentin des Bundestags, Petra Pau von der Linkspartei, nannte den Vorgang gegenüber der taz  ""sehr befremdlich"" ."	Kopfschütteln einhellig   gehen ja gar twitteren Grünen-Chefin Simone Peter Montag   Dialogbereitschaft her gehen   bisschen weit pflichten Ko-Chef Cem Özdemir ebenfalls Twitter Vizepräsidentin Bundestag Petra Pau Linkspartei nennen Vorgang gegenüber Taz   befremdlich 	['700', '712']	{'7'}
2	20151113	Der Kommunalverband fordert deshalb, dass der Bund mindestens einen Teil der zusätzlichen Lasten übernimmt.	Kommunalverband fordern deshalb Bund mindestens Teil zusätzlich Last übernehmen 	['800', '803']	{'8'}
2	20151113	Finanzminister Schäuble will trotz der hohen Flüchtlingszahlen 2016 keine neuen Kredite aufnehmen.	Finanzminister Schäuble trotz hoch Flüchtlingszahl neu Kredit aufnehmen 	['900']	{'9'}
2	20151113	Die Opposition kritisierte den Etat.	Opposition kritisieren Etat 	['900']	{'9'}
2	20150119	Der Direktor der Landeszentrale , Frank Richter , hatte ihnen dafür seine Räume zur Verfügung gestellt und seine Entscheidung mit dem Bildungsauftrag seiner Behörde gerechtfertigt : Er sei von Pegida gebeten worden , eine Brücke zu den Medien zu schlagen .	Direktor Landeszentrale Frank Richter dafür Raum Verfügung stellen Entscheidung Bildungsauftrag Behörde rechtfertigen Pegida bitten Brücke Medium schlagen 	['700', '712']	{'7'}
2	20150119	Sogar einen konkreten Vorschlag unterbreitete Richter den Pegida-Leuten : Da die Rettung des Abendlandes vor dem Islam für die meisten Demonstranten nur eine untergeordnete Bedeutung spiele , solle sich die Pegida doch lieber einen anderen Namen geben , schlug er vor .	sogar konkret Vorschlag unterbreitet Richter Pegida-Leut Rettung Abendlande Islam meister Demonstrant untergeordnet Bedeutung spielen sollen Pegida lieber Name geben schlagen 	['900']	{'9'}
2	20150119	"Statt Pegida einzuladen, sollte Frank Richter Flüchtlinge und Flüchtlingsinitiativen einladen und dazu beitragen, dass endlich auch in Sachsen eine Willkommenskultur Einzug hält"" , schlug dagegen die Linken-Politikerin Martina Renner gegenüber der taz vor."	statt Pegida einladen sollen Frank Richter Flüchtling Flüchtlingsinitiative einladen beitragen endlich Sachsen Willkommenskultur Einzug halten schlagen dagegen Linken-Politikerin Martina Renner gegenüber Taz 	['700', '712']	{'7'}
2	20150119	Die SPD-Spitze sprach sich sogar klar gegen jeden offiziellen Dialog mit den Demonstranten und den Veranstaltern von Pegida aus	SPD-Spitze sprechen sogar klar offiziell Dialog Demonstrant Veranstalter Pegida 	['700', '712']	{'7'}
2	20150119	"""Statt Pegida einzuladen, sollte Frank Richter Flüchtlinge und Flüchtlingsinitiativen einladen und dazu beitragen, dass endlich auch in Sachsen eine Willkommenskultur Einzug hält"" , schlug dagegen die Linken-Politikerin Martina Renner gegenüber der taz vor. "	statt Pegida einladen sollen Frank Richter Flüchtling Flüchtlingsinitiative einladen beitragen endlich Sachsen Willkommenskultur Einzug halten schlagen dagegen Linken-Politikerin Martina Renner gegenüber Taz 	['700', '705']	{'7'}
2	20150119	Er betonte, man müsse den Demonstranten zuhören und differenzieren, nahm sie gegen den Vorwurf der Ausländerfeindlichkeit und des Rassismus in Schutz und kritisierte die Neujahrsansprache von Bundeskanzlerin Angela Merkel, die klare Worte gegen die Pegida-Bewegung gefunden hatte.	betonen müssen Demonstrant zuhören Differenzier nehmen Vorwurf Ausländerfeindlichkeit Rassismus Schutz kritisieren Neujahrsansprache Bundeskanzlerin Angela Merkel klar Wort Pegida-Bewegung finden 	['700', '712']	{'7'}
2	20150119	"Es wäre "" ein völlig falsches Zeichen gegenüber hier lebenden Muslimen , Zuwanderern und allen , die für ein tolerantes und weltoffenes Deutschland stehen "" , einen solchen Dialog zu suchen , sagte SPD-Generalsekretärin Yasmin Fahimi am Montag in Berlin ."	völlig falsch Zeichen gegenüber lebend Muslim Zuwanderer tolerant weltoffen Deutschland stehen Dialog suchen sagen SPD-Generalsekretärin Yasmin Fahimi Montag Berlin 	['700', '712']	{'7'}
2	20150119	Doch mit seinem Vorstoß , Pegida sogar seine Räume zur Verfügung zu stellen , hat Richter für viele eine Grenze überschritten .	Vorstoß Pegida sogar Raum Verfügung stellen Richter vieler Grenze überschreiten 	['700', '712']	{'7'}
2	20151108	Aus der Opposition und SPD kam dafür heftige Kritik .	Opposition SPD kommen dafür heftig Kritik 	['200', '210']	{'2'}
2	20151112	Die europäischen Mitgliedsländer hielten sich zurück, während die afrikanischen Staatschefs auf wachsenden Finanzbedarf für Infrastruktur oder die Anpassung an den Klimawandel pochten.	europäisch Mitgliedsland halten zurück afrikanisch Staatschef wachsend Finanzbedarf Infrastruktur Anpassung Klimawandel pochten 	['800', '805']	{'8'}
2	20151112	"""Money, money, money!"" , ruft der malische Präsident Keita lächelnd den Journalisten zu."	Money Money money rufen malisch Präsident Keita lächelnd Journalist 	['800', '805']	{'8'}
2	20151112	" die Schweden fordern 


Papiere,"	"  Schwede fordern 


 Papier "	['100', '101']	{'1'}
2	20151012	Der Chef des UNO-Flüchtlingshilfswerks UNHCR, António Guterres, hält davon nichts:	Chef UNO-Flüchtlingshilfswerk UNHCR António Guterres halten davon 	['200', '203', '500', '507']	{'5', '2'}
2	20151012	"Für zusätzliche Verwirrung sorgte die EU-Kommission, die die Türkei am Montag erneut als  ""sicheres Herkunftsland""  bezeichnete."	zusätzlich Verwirrung sorgen EU-Kommission Türkei Montag erneut   sicher Herkunftsland   bezeichnen 	['500', '504']	{'5'}
2	20151012	"Die Außenminister verurteilten am Montag zwar die russischen Luftangriffe auf Oppositionelle in Syrien. Angriffe, die sich nicht gegen die Dschihadisten-Miliz Islamischer Staat (IS) oder andere von der UNO als Terroristen eingestufte Gruppen richteten, müssten  ""sofort beendet werden"" . Russland müsse zudem  ""Verletzungen der Souveränität des Luftraums von Nachbarstaaten""  Syriens sofort einstellen."	Außenminister verurteilen Montag russisch Luftangriff oppositionelle Syrien Angriff Dschihadisten-Miliz islamisch Staat IS UNO Terrorist eingestuft Gruppe richten Müsst   sofort beenden Russland müssen zudem   Verletzung Souveränität Luftraum Nachbarstaat   Syrien sofort einstellen 	['500', '508']	{'5'}
2	20151111	Wirtschaftsweiser Peter Bofinger rät davon ab, für Flüchtlinge die gesetzliche Lohnuntergrenze zu durchlöchern.	Wirtschaftsweiser Peter Bofinger raten davon ab Flüchtling gesetzlich Lohnuntergrenze durchlöchern 	['600', '605']	{'6'}
2	20150909	Das Ministerium drängte auf eine noch konsequentere Abschiebung abgelehnter Bewerber.	Ministerium drängen konsequent Abschiebung abgelehnt Bewerber 	['200', '207']	{'2'}
2	20151111	Deshalb muss man alles dafür tun, um ihre Berufsqualifikationen zu verbessern.	deshalb dafür tun Berufsqualifikation verbessern 	['300', '301', '600', '601']	{'6', '3'}
2	20151201	Der Betreiber der künftigen Flüchtlingsunterkunft, Rodny Scherzer, berichtete der taz, dass Schädlich schon vor der Bürgerversammlung gedroht hätte, Geflüchtete und Ausländer nicht behandeln zu wollen.	Betreiber künftig Flüchtlingsunterkunft Rodny Scherzer berichten Taz schädlich schon Bürgerversammlung drohen Geflüchtete Ausländer behandeln 	['300', '309']	{'3'}
2	20151201	Die Vermittlung von rund 330 Ärzten seit September dieses Jahres für ehrenamtliche Flüchtlingsversorgung habe gezeigt, dass es unter den Medizinern auch Solidarität mit Geflüchteten gebe.	Vermittlung rund Arzt seit September Jahr ehrenamtlich Flüchtlingsversorgung zeigen Mediziner Solidarität Geflüchtet geben 	['300', '309', '700', '705']	{'7', '3'}
2	20151201	Unter anderem soll Schädlich im Laufe seiner Brandrede gesagt haben, er werde keine Flüchtlinge oder Ausländer behandeln.	sollen Schädlich Lauf Brandred sagen Flüchtling Ausländer behandeln 	['300', '309']	{'3'}
2	20151111	Die meisten Wirtschaftsweisen fordern Ausnahmen vom Mindestlohn.	meister Wirtschaftsweiser fordern Ausnahme Mindestlohn 	['600', '605']	{'6'}
2	20151022	Der Deutsche Lehrerverband fordert 15.000 bis 20.000 zusätzliche Stellen.	deutsch Lehrerverband fordern zusätzlich Stelle 	['800', '804']	{'8'}
2	20151111	Bisher bereitete der Mindestlohn keine Probleme. Ich sehe keinen Bedarf, ihn zu verändern.	bisher bereiten Mindestlohn Problem sehen Bedarf verändern 	['600', '605']	{'6'}
2	20151022	"Allerdings verfolgen sie ein mittelfristigeres Ziel : In Chemnitz , Dresden und Leipzig sollen künftig LehrerInnen in vier Semestern die Ausbildung für das Fach "" Deutsch als Zweitsprache "" nachholen können ."	allerdings verfolgen mittelfristiger Ziel Chemnitz Dresden Leipzig sollen künftig LehrerIn vier Semester Ausbildung Fach deutsch Zweitsprache nachholen 	['300', '302', '800', '899']	{'8', '3'}
2	20151022	""" Derzeit überlegen wir , wie wir Studierende und RuhestandsbeamtInnen einbinden können "" , sagt Ministeriumssprecher Michael Hermann ."	derzeit überlegen studierend RuhestandsbeamtInnen einbinden sagen Ministeriumssprecher Michael Hermann 	['300', '302', '800', '804']	{'8', '3'}
2	20150312	"Seit anderthalb Stunden läuft in der St. Nikolai Kirche dieses Bürgergespräch, Titel:  ""Miteinander reden. Sorgen der Menschen ernst nehmen"" . Eingeladen haben der Pfarrer und der SPD-Bürgermeister der Kreisstadt."	seit anderthalb Stunde laufen St. Nikolai Kirche Bürgergespräch Titel   miteinander reden Sorge Mensch ernst nehmen eingeladen Pfarrer SPD-Bürgermeister Kreisstadt 	['700', '712', '800', '816']	{'8', '7'}
2	20150713	Bundesinnenminister Thomas de Maizière (CDU) verwies auf die 350 neuen Stellen bei der Bundespolizei, die im kommenden Haushalt eingeplant seien – der erste Zuwachs seit Jahren.	Bundesinnenminister Thomas de Maizière CDU verweisen neu Stelle Bundespolizei kommend Haushalt eingeplant erster Zuwachs seit Jahr 	['800', '804']	{'8'}
2	20150908	Es brauche Einrichtungen an den EU-Außengrenzen, um legal einreisen zu können, findet Ihle, der auch Chef der Ortsteil-CSU ist.	brauchen Einrichtung EU-Außengrenz legal einreisen finden Ihle Chef Ortsteil-CSU 	['100', '101', '500', '501']	{'5', '1'}
2	20150312	"Gerade hat der Landkreis beschlossen, die Auslastung des Lehnitzer Heims  ""auf 100 Prozent zu fahren"" ."	gerade Landkreis beschließen Auslastung Lehnitzer Heim   Prozent fahren 	['200', '203']	{'2'}
2	20150312	"""Wir unterhalten uns hier über Menschen in unserer Stadt"" , sagt er, Oranienburg sei  ""in einer menschlichen Verpflichtung"" ."	unterhalten Mensch Stadt sagen Oranienburg   menschlich Verpflichtung 	['700', '702']	{'7'}
2	20150713	Eric Töpfer vom Deutschen Institut für Menschenrechte sieht darin einen schweren Verstoß.	Eric Töpfer deutsch Institut Menschenrecht sehen darin schwer Verstoß 	['400', '405']	{'4'}
